REAL,PRED_LR,PRED_RF,PRED_XGB
821.75,821.7499999999998,822.708985,820.48883
891.75,891.7499999999955,891.750625,891.68036
871.625,871.6250000000043,871.77125,871.939
925.875,925.8749999999957,925.860625,926.3488
750.25,750.2499999999957,750.195625,750.50287
643.75,643.749999999998,643.265,645.799
407.125,407.1249999999957,407.055625,408.72174
862.625,862.6250000000127,862.60625,862.3091
331.875,331.8749999999952,331.9425,328.66113
1228.625,1228.6249999999955,1228.623125,1233.5378
589.0,589.0000000000024,589.095,589.7817
437.875,437.8749999999977,437.874375,438.39304
901.625,901.6250000000127,901.509375,900.1966
1104.625,1104.625000000004,1104.945,1106.5802
923.75,923.7499999999989,923.74875,922.9581
931.5,931.4999999999984,931.51875,929.3713
669.125,669.1249999999982,669.124375,667.6103
393.0,392.9999999999975,391.90875,396.2483
666.25,666.2499999999957,666.25,666.3373
936.875,936.8750000000041,936.895,937.5275
1109.875,1109.874999999999,1109.87625,1110.0743
737.25,737.249999999995,737.3275,737.9563
993.25,993.2500000000043,994.261875,988.7842
546.875,546.8750000000126,546.72625,550.5632
669.125,669.1250000000186,668.355,670.08984
744.875,744.8750000000043,744.94875,743.2785
532.875,532.8750000000127,532.760625,531.87396
683.375,683.3749999999986,683.351875,681.3252
988.25,988.2500000000045,988.505,988.7633
594.875,594.8750000000045,594.895625,593.2785
603.375,603.3750000000043,603.85125,601.9104
650.25,650.2499999999984,650.343125,650.2805
627.125,627.1250000000024,627.10875,629.19183
768.5,768.4999999999993,768.513125,766.42944
758.75,758.749999999997,758.489375,757.0892
688.875,688.875000000013,688.9625,688.8432
798.125,798.1249999999991,797.6975,798.9536
353.0,352.999999999995,352.87375,353.90344
862.625,862.6250000000032,862.79375,860.583
558.375,558.3750000000132,558.513125,554.9814
513.625,513.6249999999973,514.088125,509.3092
970.75,970.7500000000041,970.706875,969.90326
713.375,713.3749999999957,713.378125,712.4129
723.75,723.7499999999964,723.533125,722.4218
1156.5,1156.4999999999907,1155.48125,1157.1677
649.375,649.3749999999964,649.351875,648.6291
1021.875,1021.8749999999905,1021.575625,1018.6851
914.625,914.6249999999991,914.625,914.45667
531.375,531.3750000000006,532.285,535.0691
860.375,860.3749999999984,860.365,859.2174
312.25,312.2499999999977,311.48,307.3848
777.25,777.2500000000023,777.244375,776.6357
728.5,728.5000000000041,728.428125,729.0345
1059.5,1059.4999999999932,1059.545625,1060.9314
859.125,859.1249999999957,859.30125,859.73627
352.25,352.2500000000024,352.25,354.2138
710.5,710.5000000000116,710.865,709.5964
1129.875,1129.8749999999977,1129.91,1132.8783
435.25,435.2499999999977,435.0,431.70422
838.125,838.1249999999977,838.125,835.92426
500.125,500.1250000000043,500.12,501.0891
722.875,722.8750000000034,722.66875,722.7429
923.75,923.749999999997,923.75,922.46704
964.875,964.8749999999991,964.875,965.7276
919.963,919.9629999999952,919.9334300000003,921.70087
604.0,604.0000000000045,603.980625,604.4921
769.375,769.3750000000023,769.381875,770.9713
1158.875,1158.8749999999986,1157.8075,1157.046
732.5,732.5000000000127,732.5,733.42084
956.875,956.8749999999957,956.875,959.0904
649.875,649.8749999999957,649.836875,649.53394
713.625,713.6249999999959,713.625,712.4129
533.75,533.7499999999957,533.708125,534.71295
810.0,810.0000000000002,810.085,809.94885
332.75,332.750000000005,333.346875,330.193
970.0,969.9999999999952,970.565625,972.2757
522.375,522.3750000000043,522.39875,523.1911
559.5,559.5000000000127,559.429375,558.27386
777.5,777.4999999999957,777.5,777.3359
608.0,607.9999999999989,608.0025,607.68567
907.75,907.7499999999959,908.035625,905.40424
819.75,819.7500000000132,818.774375,819.3154
894.125,894.1249999999959,894.378125,895.6411
439.5,439.5000000000023,439.344375,437.47275
662.25,662.2499999999948,662.24875,663.2868
533.375,533.3750000000127,533.303125,534.83875
489.625,489.6249999999991,489.745,488.7758
610.875,610.8749999999948,610.871875,608.4234
424.5,424.499999999995,424.336875,424.62183
395.625,395.6250000000134,395.536875,393.94556
964.875,964.8749999999975,964.875,966.1218
457.25,457.2499999999993,457.2375,460.2516
1100.75,1100.749999999999,1100.749375,1101.3856
690.25,690.2500000000023,690.25,688.11694
851.25,851.2500000000127,851.26875,851.26526
1122.875,1122.8749999999955,1122.884375,1124.2006
814.125,814.1250000000127,814.1225,815.91473
1093.125,1093.1250000000048,1093.20375,1091.444
648.0,647.9999999999994,648.0,649.2972
1016.625,1016.6249999999941,1017.235,1015.73804
919.125,919.1250000000095,918.65625,916.4032
1282.75,1282.7499999999977,1283.083125,1289.9261
658.125,658.1250000000098,658.125625,658.9301
1075.25,1075.2500000000045,1075.20875,1076.5593
1116.125,1116.1250000000032,1116.14375,1117.1947
1133.875,1133.8750000000036,1133.8675,1134.4381
653.125,653.125000000003,653.23125,650.7313
873.75,873.7500000000043,873.8125,874.4584
923.75,923.7499999999991,923.75,924.74805
785.25,785.25,785.21625,786.3414
729.375,729.3749999999991,729.37375,728.02997
582.625,582.6249999999989,582.51125,580.46783
552.75,552.7499999999984,552.6,552.93616
900.875,900.8750000000095,900.696875,902.5892
605.75,605.7499999999975,605.75,607.2798
650.5,650.4999999999957,650.49875,650.8656
636.625,636.6250000000024,636.439375,635.9672
373.375,373.37499999999864,373.384375,373.76236
678.5,678.4999999999957,678.45375,677.91583
663.375,663.3749999999945,663.326875,663.1266
732.5,732.5000000000132,732.5,730.76807
570.0,569.9999999999958,570.039375,568.3235
857.179,857.1790000000015,856.8370449999999,855.2334
736.125,736.1249999999993,736.2025,737.08044
737.0,737.0000000000059,736.893125,738.8959
1035.0,1035.000000000004,1035.044375,1033.2488
820.5,820.4999999999955,820.3775,820.7676
720.5,720.4999999999964,719.983125,721.6857
628.75,628.7500000000038,628.534375,628.8029
596.375,596.3750000000147,597.774375,601.35175
997.375,997.3750000000136,997.4875,997.35547
877.5,877.5000000000041,877.5,877.1833
711.375,711.374999999995,711.375,710.70056
767.875,767.8749999999959,767.875,768.1245
930.5,930.5000000000182,931.29625,930.61456
588.25,588.2500000000034,588.410625,586.0975
963.125,963.1249999999964,963.306875,960.917
699.5,699.4999999999975,698.95625,698.5123
712.5,712.5000000000095,712.516875,710.522
732.5,732.4999999999984,732.5,734.2089
872.375,872.3749999999991,872.375,872.6473
890.625,890.6250000000027,890.820625,888.1277
1117.875,1117.8750000000127,1117.7025,1117.1147
508.25,508.2499999999984,507.943125,509.99362
732.5,732.5000000000023,732.5,730.8526
603.75,603.7499999999989,603.700625,606.9126
760.125,760.1249999999982,760.319375,761.7008
775.875,775.8749999999991,775.875,776.09753
824.75,824.7500000000095,824.716875,823.7026
703.375,703.3750000000134,703.85875,701.23486
605.75,605.7500000000022,605.75,606.6377
1098.25,1098.2499999999911,1099.611875,1098.6674
904.25,904.2499999999957,904.25625,903.7654
713.0,713.0,713.028805,713.7789
871.5,871.4999999999984,871.0625,870.67883
823.75,823.7500000000034,824.14375,822.16187
648.0,648.0000000000134,648.0,645.3521
698.125,698.1249999999964,697.388125,700.3263
1025.375,1025.3749999999955,1025.375,1025.4258
519.5,519.4999999999959,520.0675,519.3487
732.5,732.5000000000132,732.5,730.76807
585.75,585.7499999999976,585.75,586.1956
1164.125,1164.125000000015,1165.04125,1161.9271
1081.25,1081.2499999999943,1081.526875,1079.3794
